Household_ID,Total_HH_Income,HH_Weight
3591,26475,1204.49
7075,115000,2551.19
73673,114500,3144.46
67166,71845,263.06
49290,13656,2721.5
74414,76980,5062.04
24896,198413,1372.93
56109,135145,1553.19
83749,92000,2459.82
531,86501,912.8
63752,30000,1720.83
62432,82099,2103.52
47016,79384,2249.53
62504,86000,3574.19
46602,200307,2450.16
2964,86576,385.07
6837,65002,2714.09
73560,69000,4865.6
26300,422105,2132
31268,90441,566.87
82208,255006,2165.12
47110,179040,1899.21
32060,43099,948.92
31277,112000,698.89
60992,229997,5190.79
11583,53000,2425.62
87956,42680,606.17
87338,177003,350.12
18184,184279,3634.37
17187,99002,2164.05
88104,186012,399.96
82138,82815,2278.73
78474,62888,1235.16
272,40000,1370.54
58610,21600,1435.06
35619,181250,3784.86
45511,88884,2113.06
55258,159329,1383.68
21976,76396,3286.87
13976,37396,2505
66489,50304,393.44
8975,140000,3911.15
6942,156221,2407.27
77891,485002,2463.99
41849,54696,2712.07
19628,80808,2210.12
69353,70641,371.64
54125,58250,805.06
27857,37000,450.96
17114,45244,2811.41
21589,20716,2284.52
43263,162653,3038.56
83422,173169,2018.41
8129,95734,6935.65
69703,153009,377.86
82768,35000,4018.97
6469,26205,1622.85
35640,70012,4353.1
15184,116805,5101.57
66265,107314,436.15
15727,196275,2656.19
85214,93452,2917.43
3140,30270,429.67
23918,68004,1943.2
7910,110070,2919.88
63414,78546,2682.23
86243,276712,1837.45
16156,146058,5990.87
56938,82001,1275.02
66328,35000,867.51
11092,57000,2018.39
8697,0,4851.69
64195,120000,2183.96
3445,5850,1363.93
32838,126104,2077.29
5962,7280,1833.25
20206,123000,3307.01
23891,37600,1875.43
6620,26220,1616.37
82174,64014,2155.1
14798,68571,3954.35
31901,62042,660.09
8388,40002,2748.99
10090,230302,3931.09
80422,136841,2427.21
54285,51612,709.1
53671,14400,1050.79
48289,170074,2495.13
57390,91000,1423.63
46159,207784,2350.8
25994,134610,1668.68
42723,85100,2435.2
31320,44814,398.03
74560,21183,1274.02
73264,105040,4119.21
80567,126490,2266.18
82158,163900,1682.36
49197,151035,1808.15
8089,13656,1839.53
80540,20000,1736.43
67727,66027,1137.25
23736,339250,1886.2
5827,33300,810.63
31061,57526,466.59
73433,60000,2244.09
55196,123910,1061.49
64416,4700,2139.59
23639,32926,1829.37
31368,190476,662.43
59481,77000,1174.56
68521,139054,558.86
1843,102752,1018.72
73036,8000,3852.62
82093,76073,2242.36
27084,185600,215.72
53613,73100,859.1
40413,90205,2054.53
63524,21235,3050.86
13046,242390,2668.8
8364,112000,2893.38
40063,108099,3984.94
69763,124901,158.29
17131,85000,2683.71
23747,152056,3610.18
17130,21000,1194.02
45300,52075,2016.35
86649,123000,1892.45
9164,135159,4721.93
48017,100038,1565.81
43600,110000,2782.69
18241,207000,1809.95
74823,192158,1021.14
31121,1e+05,426.41
79386,27092,1683.28
70662,210543,1627.74
72785,94505,515.54
74079,63909,4015.79
16844,179355,1735.63
15340,169000,3748.32
81167,32940,1870.56
24434,221628,3305.8
35226,54001,352.55
74752,117715,966.11
85297,153510,2052.34
27558,55320,573.9
81938,33000,2116.18
37529,177419,618.35
63116,100015,2060.19
48503,26400,1999.66
13752,30500,4276.26
65784,22021,3660.69
9410,119049,2878.06
19904,154605,2744.09
20246,51292,1998.96
71915,92205,613.43
50498,155701,1263.61
67720,7268,889
55591,42000,1351.52
70445,112000,1790.17
35220,281869,245.02
9181,226380,2820.51
86560,70250,2729.83
72949,50001,4255.47
56566,103711,921.7
78033,120547,2274.31
18189,55450,2090.41
86160,157209,2860.11
30165,34260,939.25
67992,20851,955.71
67261,299500,713.97
5843,171424,935.36
25638,44644,2291.16
3913,46120,1655.31
43756,42200,4249.42
11700,18324,3162.77
22690,85412,4041.73
83841,137600,2373.22
13859,60692,4823.62
28484,88026,365.29
68670,117127,835.27
58607,75014,749.46
23283,31950,4086.95
4222,24088,1578.59
13220,37290,3321.52
79621,204838,2398.96
39791,47010,2572.81
9503,35000,1833.59
75006,48904,855.9
52750,96002,1093.02
41105,66296,4603.15
77408,40001,2527.91
72839,175100,610.89
64183,100002,3028.12
30304,18460,2149.55
73880,70050,2289.97
60325,11400,2429.68
32103,72000,390.42
7135,233546,2712.61
18832,174733,2156.24
4749,40,2977.22
24345,120900,3693.5
23403,209172,1934.72
12085,101742,3083.35
37260,9000,888.83
84414,193401,3791.73
76485,84680,1026.81
20364,30022,4403.75
85934,265185,2443.15
77492,59037,1834.85
83475,124005,2304.09
89172,46556,518.2
69841,47001,244.58
70570,131040,1013.17
7456,67120,4330.54
29391,381012,765.88
73884,72000,2042.58
41994,42160,1843.79
38119,25000,882.87
14088,50940,3622.54
18225,97520,2117.61
80294,28165,3035.2
15755,139230,3248.86
25272,96271,2157.02
83122,14400,5444.73
57252,63524,1783.43
38373,80000,445.7
14067,74152,2812.75
44124,97506,2423.38
41029,0,1508.25
33333,186920,360.89
76306,46000,1849.93
80919,72010,2892.84
87739,48000,230.27
72743,0,539.27
80185,62756,1911.34
85210,166201,2561.45
17766,267583,2688.77
88350,168838,538.51
10282,257397,3243.73
80258,164740,1868.71
86771,95782,2434.16
71036,166181,2151.71
53355,8000,940.44
33473,120764,251.35
38700,41110,490.66
36649,65323,2653.99
34976,159837,276.49
49339,250943,4410.78
81562,84000,2119.78
18765,38427,6117.33
41000,81920,1136.82
88731,20000,442.49
624,0,922.31
44026,59110,2645
49232,217110,1713.88
75649,165041,876.53
65691,58150,2725.29
29348,124336,873.44
3040,167301,451.93
40261,50000,1782.1
38549,161481,611.03
41623,89917,3001.62
56897,66000,1241.08
8782,61540,2147.47
9021,223001,5302.57
17453,62701,3929.73
83577,57300,3687.88
21589,20716,2192.02
72670,100552,575.66
36092,294966,2025.14
54617,412806,2004.57
24347,405487,2354.98
53650,143046,780.45
69471,75002,179.26
30028,9348,2682.79
70884,93311,4971.93
75373,174208,777
59767,79400,1727.27
34524,40785,388.37
20948,101720,1746.81
30970,245351,1648.82
14416,42002,2462.79
40294,20808,2169.19
39814,72529,2160.06
51466,75000,1205.14
36812,129602,4536.57
15981,77232,1639.61
22560,99356,3333.63
85947,77952,1799.51
17120,60001,4404.66
88972,281932,578.69
17067,18906,3243.12
70190,81503,1764.23
46807,50000,4781.23
67649,107100,864.27
13750,202612,2737.15
74749,167112,883.84
52226,84157,2185.35
84732,30384,2107.53
5646,265540,743.44
31185,8000,541.38
87429,89986,280.77
52995,33689,1546.57
68369,130103,500.24
2305,88130,403.01
62222,90000,3817.76
79532,100340,1082.26
55191,25000,675.38
66430,21870,503.59
85344,139810,3871.68
15967,88249,5856.31
86747,0,1889.4
75238,37650,1691.03
83195,126411,2073.21
86112,97000,2223.97
81846,88005,2175.98
83537,90000,4125.5
17444,190450,2878.56
6864,38000,1868.1
25406,50000,2208.19
82584,299049,2275.8
29980,6626,1134.95
66219,139942,564.66
78288,40023,2950.25
23776,65503,3853.41
69235,33100,298.05
85257,37810,2365.78
51987,23000,1837.77
46268,86900,2156.84
79980,110031,2191.32
79541,110001,1181.31
590,16549,1349.54
72690,32200,573.31
28760,283755,381.44
82915,40295,2060.87
72286,118840,671.74
15398,21438,2288.8
39587,32582,2783.99
24667,133009,1552.15
54468,9000,1524.05
11798,107800,2133.16
79841,0,3433.36
73933,143368,5101.62
63654,88000,2505.49
34127,200040,269.61
76360,77808,1946.33
31487,151017,700.26
27333,101105,235.06
73942,76497,2237.63
61625,46000,7161.71
15009,1e+05,3336.07
84073,845500,3717.75
70323,205704,4394.75
72082,49630,518.05
55075,34716,939.5
38192,28787,610.59
60590,648201,6677.96
80242,68069,4577.61
34033,72525,675.42
42386,197002,3191.86
39083,28582,3087.39
6843,53902,1732.85
26010,148270,4133.37
9897,61252,2510.26
63164,65004,2243.85
48512,40376,3726.61
66238,148081,562.48
40919,78020,2133.67
61183,151229,2570.68
7650,10000,2817.82
42941,152125,2183.96
3529,224432,1569.97
32388,168625,1598.07
83307,91600,1906.13
80389,641889,3969.06
68977,102479,249.34
65268,74602,5928.07
4901,984000,1582.77
24278,252265,3780.05
16812,95035,1623.63
69106,224750,202.37
16757,228526,3630.87
1826,183017,1155.2
69805,120600,335.36
65037,92584,2978.2
58285,42100,2116.28
35105,7200,892.16
5018,81764,1454.21
60013,102198,2457.88
18575,14982,2442.96
69226,30000,394.96
14998,152051,5149.52
41955,357200,1561.66
55033,144903,643.95
28378,77200,331.06
27358,49500,420.34
39611,97137,4809.62
75318,217615,876.53
10442,65224,4301.02
66707,125100,535.81
36248,50624,1669.28
56153,176274,713.75
63537,48121,2682.84
5253,75730,745.29
54853,165001,919.27
86950,474525,521.15
82868,141870,4666.83
1258,71419,884.87
68044,117005,1126.5
42634,56659,4120.08
86655,74570,1717.73
55299,263028,710.53
12294,43688,5525.65
59855,25280,1236.02
2853,88450,257.21
68603,79285,556.18
58166,154147,1214.93
29649,162105,858.99
82878,106000,3783.87
49311,28,1365.86
43171,21264,2971.79
83890,251026,2919.14
58212,157493,2203.88
79191,141500,1137.7
57950,9000,1798.13
30505,161696,910.05
53676,55000,797.28
13480,205600,2471.96
37291,30000,408.51
16149,175006,5293.61
10052,78,5029.76
78509,91756,1469.53
41809,14003,2162.43
71003,367050,1743.98
5133,25502,422.64
2096,82902,507.42
36575,162800,2247.99
65611,115152,1957.81
56021,19657,870.77
22578,63988,3090.07
80939,30000,1812.93
43619,34600,3038.73
70054,160725,2453
81760,105415,2472.88
26708,200002,258.73
35293,89488,223.85
88205,70005,465.05
60013,102198,2576.52
5360,54802,550.12
56396,30052,1149.5
63545,208598,4527.69
69125,150680,198.41
55886,16182,867.4
41327,167005,1607.71
79672,44742,3166.81
13,72370,1025.74
70478,125070,1215.52
75089,157658,865.05
76390,39750,2127.58
26431,101512,1991.61
50102,173531,3151.63
18079,162937,1955.69
63590,68000,2796.16
7457,124250,2448.39
10723,128553,4286.81
1367,58166,833.77
6691,64094,1311.87
26227,27925,3330.25
22723,552309,2138.66
80699,125645,1970.2
40145,80000,2437.9
6171,79001,2057.04
39413,752001,3674.93
41310,127292,1180.17
9974,48682,3266.81
22521,80205,3880.42
23911,42400,3106.67
6,60001,1492.59
70073,40800,3268.16
37285,163039,598.01
64632,65000,2307.61
50892,27188,2188.79
37510,77349,1016.13
31374,68002,241.93
4979,544815,3219.74
70767,17000,2084.41
1494,25000,980.41
19245,114006,3319.94
48631,144047,2151.87
63012,25483,2308.71
63207,90500,2549.65
55857,130922,1001.56
8320,66423,2887.67
57675,31153,1313.81
38947,177836,2480.63
78519,39441,2285.04
54039,50600,932.31
27691,34000,297.16
16376,110846,2580.49
39900,174931,4304.94
44831,91000,2538.31
17763,110800,3151.94
9407,306003,2660.11
75917,117509,2149.17
27789,324704,206.41
7288,34002,2856.25
9703,35924,4623.24
53953,158600,1049.32
36439,436781,2237.27
39562,86360,2195.52
70304,510039,2462.53
13078,185013,4483.23
7606,74000,2651.82
74328,77002,2332.21
9230,119005,2615.5
43022,129916,2197.71
61742,74000,3662.49
30034,62958,2357.5
25611,119071,4060.27
64143,30000,2689.41
68488,143780,1064.83
48984,140015,3158.8
23657,16884,4600.9
35288,236511,426.74
30956,57924,1165.83
70951,47926,4299.37
6315,130976,3530.42
52810,8362,881.54
72298,183807,774.77
453,92370,1338.9
88011,148539,327.26
65026,48000,2435.73
88018,49401,674.55
51636,36000,1029.03
66520,60805,870.1
82782,90001,5766.21
48950,32268,1147.09
13312,112318,3711.91
16450,345303,2988.95
69509,0,404.47
16617,153060,3031.17
86318,616777,2620.13
33483,303213,367.46
22641,104851,2578.12
45960,46602,2211.8
11579,20025,3807.94
41466,25031,1611.54
62476,0,2946.16
6838,444219,2624.99
33210,230016,3083.98
80881,79012,2524.37
41766,196000,3373.73
79950,94075,1653.83
17065,58400,1827.43
51648,14400,1246.93
86258,186056,2160.06
19950,45914,4394.67
72728,110614,572.29
43184,143173,4710.76
4854,103000,2747.41
83663,75000,2546.12
53060,32843,1959.64
63285,215386,2091.64
47705,124918,2008.4
73808,82003,3093.02
22576,71003,2055.87
62655,14000,2282.35
9262,52760,2123.2
67036,93002,433.39
41081,13040,1554.7
40078,87213,3716.23
73950,341521,3374.49
40073,322087,4972.64
740,136863,933.3
62459,140054,2518.45
69239,144950,399.56
85986,109745,2319.74
42675,48147,2296.01
24924,114305,1149.37
68116,57317,484.87
15881,57031,5679.77
75091,168250,632.86
75189,160901,1779.57
89120,109448,442.27
23890,140603,3237.38
79318,79926,1189.47
57766,93001,1594.02
70844,168402,2355.05
39400,125504,1982.26
81293,9360,1801.45
65096,35000,2227.15
51437,80910,2275.39
29578,155120,820.89
86975,186017,331.61
21764,98500,2335.92
11030,49120,4000.31
82154,50000,1616.08
70396,151010,1875.22
31773,34001,590.46
28795,67000,366.67
89158,219021,577.28
55491,335401,684.9
75335,231512,695.48
23400,79500,3954.72
1196,138932,899.85
84562,188055,2071.37
9395,85001,2637.12
47351,85000,2188.75
15701,49001,4780.31
46909,18002,2277.51
51361,256702,2095.4
61754,218727,2743.34
79025,80002,1747.87
32248,500700,1935.63
40416,33582,2425
39578,93200,1590.81
24915,223020,1554.29
18140,98201,2982.16
55310,53120,810.77
80257,133638,4726.44
88729,18582,798.59
84816,47503,3018.8
30967,117500,1385.18
65578,74220,3705.57
1844,151626,927.37
87650,72002,541.83
63565,35472,4213.29
21819,101091,1933.63
26957,26050,400.15
73966,125045,1698.37
85049,18054,2558.37
69498,100372,384.81
1938,551159,532.69
49040,116211,1495.37
72678,167624,865.57
86512,126012,2341.81
67355,38200,361.19
19263,90368,1887.38
9225,175194,3344.54
10428,116185,6210.98
79083,90001,1134.41
44542,46122,3165.38
63025,38401,1954.83
89136,89031,442.61
69207,55004,238.09
42725,73370,2088.04
50498,155701,1611.49
55824,113677,1296.36
15439,41536,3215.2
86841,80999,582.16
30033,138471,2206.65
21770,35267,2530.24
82377,182000,2478.79
76851,207012,1203.45
25020,119822,3404.08
52120,153503,1417.31
425,100214,1381.65
32868,132001,3897.95
44796,51000,5753.52
19675,167200,4116.6
64942,13320,2311.96
60548,145630,2203.04
3217,73904,344.29
88281,136560,334.09
6822,303813,3220.24
45429,22176,4775.92
25095,195015,1149.16
2368,157595,238.91
60637,45001,3420.44
42892,23070,3854.65
47149,49004,5697.23
30698,142500,1066.73
46617,131022,4715.01
75694,112800,961.57
65683,124994,3913.61
41050,26640,1514.76
28828,268652,320.37
26098,31672,1737.64
69250,153500,318.57
86048,18133,3916.94
7328,135198,4653.46
88624,50000,518.27
14271,138565,3327.27
41603,65935,3009.25
20234,219378,2404.64
65099,72012,2456.51
7156,30000,2652.74
39962,62600,1904.83
71629,170063,1832.9
64698,288501,2643.03
88654,289725,286.53
43916,3302,3761.72
51657,71000,1506.62
88290,167252,471.33
83497,97602,5023.75
64692,48175,3863.46
76923,97162,2544.54
8382,4,2383.36
86541,73000,2429.88
32429,355540,2559.63
23195,37504,4193.57
44429,10000,2300.4
26374,12880,2533.16
69786,104000,205.1
62773,30000,2110.62
82151,128398,1785.92
53715,64004,1197.66
30675,551343,1077.4
8996,231000,2487.12
3896,204547,2421.59
88404,32754,799.47
17859,80001,1887.08
23621,93130,3092.06
43304,40800,2957.99
74167,100125,3271.37
16912,268204,3198.42
18665,148050,4122.1
1937,769204,486.94
44697,65200,4504.72
50885,11874,2387.05
60729,2,2044.06
4546,37000,2453.4
82622,122200,2040.67
65093,355110,2021.29
23189,164321,3360
78539,62610,1444.28
48396,50004,2630.73
52008,76350,1909.26
60382,18942,4050.14
51127,111034,2902.07
60145,98012,3628.91
81672,94002,2245.37
82731,69000,2044.08
15936,273121,2314.11
21541,140026,3532.61
83380,219535,2450.57
56658,100051,798.79
45271,36000,3780.13
76874,51669,956.9
83592,70400,1908.31
32657,58011,3912.25
1407,279346,971.34
79822,98889,2437.86
57856,169450,1005.54
48506,175012,5016.93
50032,48000,1699.28
48892,89286,2154.98
46895,15000,1835.62
27961,85002,290.66
61128,110300,3675.52
79437,75020,1307.71
61487,140534,3488.81
32096,61270,562.96
35651,136250,1529.45
40640,165322,1861.18
64093,8001,2396.16
30642,12600,1000.96
52795,63015,1584.55
28164,47241,564.42
20204,241850,7576.73
73287,375421,4184.4
70989,48301,1733.93
79501,71655,968.9
75222,75700,2121.06
62603,283426,2290.38
64674,21960,2307.96
31025,112030,652.16
66279,92443,359.76
8944,416593,2799.24
11574,200055,2300.85
32998,38004,2413.04
22414,53556,4022.29
102,37201,992.1
45093,30000,2438.03
84962,60016,1857.56
64588,38350,2586.89
66085,16176,541.88
36886,165240,1734.33
81661,35500,1905.1
79564,82805,1133.07
70035,195200,360.89
59867,53000,1665.8
85207,322000,2647.75
13784,178844,2264.83
75384,231278,782.43
59583,132027,1211.99
15043,55239,2512.87
15001,15,4560.14
87554,72028,369.45
52038,0,2249.84
66954,336460,381.03
69596,107700,170.65
60329,48200,3318.15
14448,365502,3672.17
59783,51504,1476
88053,97008,516.25
78486,42931,1262.91
76899,92100,1103.79
17932,24348,1863.52
3817,332041,1709.47
39296,27603,3663.78
7130,1,4289.01
36610,11001,1429.26
54427,46800,911.78
11030,49120,3959.61
87006,40000,613.61
21343,103969,3567.79
74025,56000,2606.95
56246,260349,874.11
4296,300026,1403.08
1668,159607,409.7
16800,80002,1628.53
80977,401000,1941.27
76176,29605,1548.4
15432,0,4645.92
23718,68482,3489.4
29176,152706,1111.28
64946,22501,1951.72
82582,182000,1763.34
87937,143031,514.79
52819,68120,1322.65
74954,10094,665.15
82072,30000,2064.08
45361,108764,5821.36
75285,114287,1787.97
19809,83202,1609.9
77510,434972,1867.03
49463,12180,1444.34
79265,304633,1289.51
16554,112003,2272.5
85491,183113,3891.31
1751,91735,458.76
23753,51252,2731.54
19819,275118,2227.58
88060,150782,454.3
6099,202001,1611.16
50986,58946,3350.51
43199,110000,6006.03
35268,394911,230.74
51585,0,1056.05
75833,26960,1647.01
16414,4852,3370.46
86404,26000,2623.78
61273,139050,2792.06
37892,41200,758.36
64968,1e+05,1834.39
46250,127000,2633.63
19943,131354,4000.31
25046,49065,948.62
82605,118000,2028.49
88014,10002,695.62
9028,38296,2372.57
10912,54290,6058.51
25550,50037,2729.46
21894,49004,4592.38
63788,60768,4091.74
36735,138400,2140.51
78044,78510,3884.88
45087,48021,2236.79
45288,133885,4312.63
54784,268100,894.17
42620,118007,4152.79
38766,93822,2297.1
63856,58661,2612.04
84463,370350,2820.95
81169,71004,2074.65
75290,51972,1285.99
740,136863,898.56
24412,217536,2946.34
16997,64572,1780.4
8582,164180,3438.61
18602,191002,2656.88
18490,9000,4574.88
89067,187153,615.13
47800,28000,3628.92
13765,160168,2395.29
10850,213516,2966.6
61273,139050,2957.57
38372,115000,539.09
77901,316525,3023.93
25449,104000,3607.66
32922,150352,1855.63
51702,86063,1425.45
57818,109075,887.97
10308,156010,2960.04
42161,57486,3427.42
25663,121504,2224.19
70928,165000,4102.69
8495,149131,4964.38
32651,99948,3050.3
87006,40000,681.97
82537,131000,1999.8
73335,63845,1974.53
36435,339410,5650.06
59123,121372,1114.41
29079,195601,1192.36
65963,117034,470.77
31718,121957,539.78
12890,131004,3207.47
9738,24037,3867.67
83636,109000,2617.84
59658,72019,3118.53
58925,84000,1673.6
27513,35383,372.87
83746,72000,2882.23
29595,56562,601.01
22568,70058,3119.37
54169,83600,1220.76
65759,38000,5367.82
86644,38364,2691.9
73467,69000,1563.31
7293,42311,4131.54
33125,266563,2602.25
52747,200827,1339.14
27698,153880,389.34
7564,813416,2468.11
29431,45101,1153.51
55869,53720,851.59
6544,308655,1754.3
58737,405395,682.87
65791,81127,3131.51
26593,71000,439.14
88953,126379,637.89
14270,214178,2806.56
668,123135,902.46
41135,120301,1487.4
21821,212607,2106
38167,12149,655.66
15025,98288,3262.85
8131,99360,12739.31
11084,90011,3258.54
85245,83545,2381.48
58475,76210,761.47
15126,90900,2670.27
62795,55810,3708.95
65403,120000,2664.91
41602,62462,1521.48
1978,87600,454.47
52839,91035,1854.05
52677,65410,1557.35
78156,54602,2153.92
32569,90000,3766.63
35353,76211,3537.47
53583,14040,1656.14
8159,0,7269.12
73936,165003,3105.95
39354,65707,2526.92
64101,87126,2688.78
53942,47840,1705.17
2562,255142,381.28
80401,42006,2812.08
27134,56172,430.92
57002,40002,857.79
70960,295050,1590.62
48419,71756,2439.49
72442,100453,610.47
23103,158400,2130.44
41518,40292,1215.24
846,315852,994.54
73937,146002,2663.79
39080,22001,2882.17
23943,187592,2165.5
1234,137911,873.51
43619,34600,3098.64
44104,100513,4000.01
55906,10000,1641.18
87523,219444,308.62
28593,130484,641.05
50702,11328,1962.07
19534,210000,2276.27
34959,52021,231.37
20267,79879,4391.9
594,47894,945.68
31516,164011,480.97
24474,249571,1596.5
9486,131716,4454.57
60510,60255,2342.73
48266,100820,2366.5
84327,290582,4166.13
42639,10000,1696.45
7253,51700,2956.09
42929,257180,3600.47
8550,341099,2815.87
85255,56216,2463.27
88671,129219,426.4
17959,0,3756.45
52616,135050,1688.25
59999,123823,858.37
42018,74802,1750.33
25111,94000,1505.1
10081,56500,2141.75
38511,45813,762.06
64618,44600,1952.75
29619,132053,676.74
70663,47000,2551.7
29578,155120,797.32
64761,65300,5269.25
13899,49677,3841.56
5787,419410,434.18
28265,118600,527.6
79666,51212,1624.91
47803,180015,3092.1
11352,188171,5046.64
59022,105000,2200.67
922,25000,751.36
62333,71277,3995.15
9819,72002,3163.93
48575,141828,2195.57
19579,18000,2560.83
1608,156100,1108.17
53893,63784,791.93
39080,22001,2057.23
25240,39282,3176.59
17569,242025,4623.72
18599,127020,2153.74
4192,157641,1784.6
72457,50000,901.07
73779,160190,2295.71
51765,99005,1713.91
36099,146800,4302.71
53939,81280,830.18
85353,67017,4488.66
86839,53200,618.61
60024,62800,1084.85
12709,63626,4167.93
67757,190435,1002.66
1446,450021,1263.89
84382,160629,2561.86
47767,173860,2313.22
80497,47000,2216.91
33075,36013,2336.38
71108,152100,1913.29
650,172124,1027.75
85193,80000,2446.72
61195,140071,2936.9
60561,362000,1957.81
37457,15579,436.92
6390,218041,1983.84
67498,108000,570.32
25302,71538,2168.92
67472,57000,631.96
33150,30005,2285.5
24039,112837,2934.71
3138,133874,349.1
38344,252923,442.23
17136,105012,2299.72
80911,2,2564.28
11866,10191,3210.6
32872,155021,3724.94
45265,35011,1848.08
43885,122652,4300.34
84815,51000,1954.22
7075,115000,2862.04
30181,37672,2488.65
36684,165112,2288.58
64612,72005,2039.57
60841,60000,2793.73
26431,101512,1697.06
82088,74900,2309.86
32413,377299,3982.64
33301,256775,177.16
81100,130703,1907.33
60552,71204,2317.57
31131,54262,309.62
31033,98403,312.06
13108,200260,3497.83
36703,76801,2728.82
4042,97012,1564.5
258,40548,1761.93
43104,455071,3119.28
5596,10002,1707.71
12724,73098,5393.25
81898,457002,2113.44
19640,111100,4382.53
29187,64201,1606.76
79771,32931,4358.87
5251,50392,603.65
24854,205535,1180.48
86561,190213,2765.13
76831,166299,1183.59
63366,180010,2610.61
52825,55000,2316.85
55575,434710,716.84
25242,106000,1285.05
9001,110052,3238.32
27545,33963,463.23
61535,206512,4405.8
67023,23097,511.7
55015,40000,803.53
48293,265291,2600.56
62585,65000,3194.92
14328,150002,3931.08
79455,85001,1550.89
87958,63010,395.63
10199,233103,3112.37
34705,170799,301.52
20932,260205,2496.27
31976,9402,415.58
81812,17335,2017.61
25114,263612,1636.4
11139,196093,3999.2
62267,55000,4079.86
45766,271222,2333.36
71932,36500,594.78
13693,16000,3646.44
57704,43000,950.99
35994,506296,2334.04
86278,258472,3918.62
24271,36002,2572.81
56754,102000,823.6
52919,160234,978.81
70070,126364,3584.55
14814,11784,4947.02
68273,75010,422.89
37741,160530,556.15
55443,97001,887.43
76690,45000,1634.93
30574,15000,1648.25
48971,78796,2956.7
19844,37272,3766.34
79740,131690,1998.78
15328,20125,3989.04
58661,52001,847.26
21594,63039,3477.21
75392,23412,854.52
74339,85572,2588.96
12122,20082,2473.88
52171,14715,872.96
52223,161201,1248.87
15074,188577,3849
85296,118748,2211.44
31670,155000,692.7
69917,100100,199.5
78700,23916,1669.17
74675,60001,862.54
86791,80106,2241.08
80685,218854,1637.14
24505,33733,1466.82
57525,30000,915.17
57159,95000,1030.73
989,181620,1215
3010,120020,258.76
81878,137762,1770.06
1427,151440,595.4
79078,204215,1169.58
39794,733978,4668.86
86813,113453,1786.64
9347,207007,2047.39
8155,75000,2860.08
44911,182630,2428.81
29738,74526,923.16
16800,80002,1637.69
59912,202403,1127.57
79419,67613,1239.34
48718,50000,2613.16
69321,36000,415.44
70695,183045,1711.68
10306,100001,3018.85
80881,79012,1482.93
85299,74034,2424.14
61424,29740,5660.35
28705,69248,637.61
88384,166480,446.96
83669,32605,3705.08
68119,1058213,965.68
67734,86229,386.89
15736,37572,4549.61
78981,90005,2118.83
13983,215617,2428.52
62702,79510,2583.4
82860,103560,2015.28
4832,10065,1527.45
73779,160190,2156.23
67536,135623,430.83
16518,24532,4649.93
80594,124001,1716.55
19745,133501,2234.74
50354,222005,3071.15
49932,60001,1459.87
24593,41107,2555.45
88993,29874,646.55
46267,58082,2564.01
19557,9000,1941.46
5347,148028,698.2
28962,77211,874.64
81684,123000,2041.92
55158,88615,723.21
67771,121006,449.16
80023,10,2256.42
7942,115908,2375.19
49542,55094,4351.29
6584,59832,2618.47
71575,32136,890.62
33911,335906,199.78
37181,61002,458.97
70767,17000,3061.62
82789,56282,3739.84
52368,19000,1164.23
37801,130251,908.37
3775,225867,1363.02
71987,44500,663.71
42937,157401,2704.23
57824,90000,828.88
34101,5002,212.15
4694,180663,1426.42
55442,7,1180.88
53043,81020,1250.36
26331,51853,2684.26
70127,184800,3501.31
41254,108201,2195.49
50393,46076,3071.15
2949,183490,476.79
26326,112740,1710.9
77413,57332,3528.54
9422,241570,2166.13
20866,123084,3764.59
43114,60017,3922.65
77063,69972,3400.96
80982,132329,3317.27
17760,199000,2275.83
61766,69933,4261.01
63101,14554,1944.93
30534,244307,1529.7
67601,61000,1137.25
8300,99000,3009.61
55291,62001,728.1
76774,56000,2885.94
83094,7001,2617.88
26941,105482,526.02
73523,116339,2310.1
63199,213700,2568.27
77980,89187,3162.6
84265,23581,2260.3
56007,38350,730.73
45783,65000,2434.21
62404,1255377,4147.04
51998,98862,1736.06
16308,17000,2866.16
75298,227250,990.79
51402,182257,2158.12
49222,106218,1678.37
19091,36000,2356.87
13985,0,2303.62
25205,54410,2746.77
72619,161173,757.49
23465,122967,2354.64
67132,98426,358.19
77999,176349,2033.42
20783,14000,2052.81
9988,235004,3183.64
30239,248300,2323.17
32781,38000,1485.82
4906,230895,3805.47
80266,83600,2351.29
73940,800287,2640.19
75792,99460,1055.04
57641,18582,857.28
48101,13092,2704.75
86192,37418,2145.4
36608,1105099,2165.53
79219,82124,2070.11
9904,6746,4236.41
72219,134000,647.01
59466,3600,1599.25
66893,87525,393.4
32796,109224,2889.66
34951,1133394,258.26
28749,141000,423.09
78121,125915,2526.85
39999,69720,6544.22
15353,97253,4849.32
6583,107059,1927.79
38008,14982,1152.34
74419,32800,1484.98
15950,34400,3201.45
88861,78729,430.78
62044,150000,2532.05
74458,108097,2506.73
48315,42000,1866.92
27325,153250,457.34
47100,100005,2346.45
41401,104027,1559.48
18781,68000,4059.75
7309,223012,2848.5
49939,26100,2493.07
64994,40302,4671.97
73987,75060,2462.14
40120,41436,4181.96
49387,98000,2405.94
87852,69311,564.96
14633,120000,2065
30473,106854,1344.61
36221,34600,2302.99
902,62532,905.8
69275,91910,354.24
87117,51707,644.64
83747,87000,2044.48
54290,22592,749.37
56706,96300,1563.05
22251,32141,3278.17
7187,179886,2607.09
22882,80000,1989.11
88908,197716,500.68
9088,35174,2605.11
89039,121731,512.4
